,index,Issue key,Issue id,Status,Reporter,Created,Due Date,Resolved,Customer,Type of Request,ticket_age,Parent id,time_outside_codebusters,time_on_codebusters,time_in_review
402,402,CI-7489,418470,Closed,askarja,2022-10-04 07:45:00,11/Oct/22 12:00 AM,2023-03-23 13:55:00,Burda,Service Request (SR),245170.0,418470,0.0,245170.0,245170.0
403,403,CI-7486,418256,Closed,yutaka.yasumi,2022-10-03 06:41:00,10/Oct/22 12:00 AM,2023-03-31 02:37:00,Continental,Service Request (SR),257516.0,418256,19839.0,237677.0,13372.0
404,404,CI-7475,417874,Closed,nsanchezruiz,2022-09-29 13:35:00,10/Oct/22 12:00 AM,2023-02-15 14:50:00,OBB,Service Request (SR),200235.0,417874,23535.0,176700.0,11353.0
405,405,CI-7458,416956,Closed,ssanz,2022-09-26 11:00:00,03/Oct/22 12:00 AM,2023-01-24 15:34:00,Endress Hauser,Service Request (SR),173074.0,416956,42078.0,8440.0,4542.0
406,406,CI-7442,416580,Closed,ssanz,2022-09-22 12:44:00,29/Sep/22 12:00 AM,2022-12-22 14:44:00,Egis,Service Request (SR),131160.0,416580,32495.0,98665.0,7259.0
407,407,CI-7409,414401,Closed,askarja,2022-09-15 03:13:00,22/Sep/22 12:00 AM,2023-01-24 10:37:00,Porsche,Service Request (SR),189084.0,414401,178501.0,10582.0,10495.0
408,408,CI-7393,413617,Closed,askarja,2022-09-11 23:39:00,19/Sep/22 12:00 AM,2023-01-24 10:37:00,Eberspacher,Service Request (SR),193618.0,413617,180793.0,12825.0,12137.0
409,409,CI-7392,413615,Closed,askarja,2022-09-11 23:10:00,19/Sep/22 12:00 AM,2023-01-24 10:36:00,Rheinmetall,Service Request (SR),193646.0,413615,171470.0,22176.0,16653.0
410,410,CI-7365,411330,Closed,askarja,2022-08-30 21:48:00,14/Sep/22 12:00 AM,2023-01-24 10:35:00,Rheinmetall,Service Request (SR),211007.0,411330,180991.0,27845.0,15.0
411,412,CI-7253,408597,Closed,ssanz,2022-08-16 14:54:00,09/Dec/22 12:00 AM,2023-07-25 15:19:00,OBB,Service Request (SR),493945.0,408597,202939.0,172878.0,116745.0
412,413,CI-7235,408302,Closed,askarja,2022-08-13 13:35:00,06/Sep/22 12:00 AM,2023-01-24 10:30:00,Rheinmetall,Service Request (SR),235975.0,408302,198864.0,9860.0,4.0
413,414,CI-7229,407702,Closed,ssanz,2022-08-10 12:43:00,17/Aug/22 12:00 AM,2023-01-17 15:55:00,Vaillant,Service Request (SR),230592.0,407702,110233.0,61171.0,22420.0
414,415,CI-7227,407574,Closed,askarja,2022-08-10 00:39:00,30/Sep/22 12:00 AM,2023-01-24 11:52:00,Rheinmetall,Service Request (SR),241153.0,407574,1.0,148301.0,148301.0
415,420,CI-5953,349721,Closed,hwiedenroth,2021-11-05 17:04:00,03/Dec/21 12:00 AM,2023-04-11 09:04:00,Allianz,Service Request (SR),751200.0,349721,6814.0,93618.0,2.0
