,Issue key,Issue id,Status,Reporter,Created,Due Date,Resolved,Customer,Type of Request,source,Iteration
42,CI-7893,436757,Closed,yutaka.yasumi,19/Dec/22 6:42 AM,23/Dec/22 12:00 AM,30/Jan/23 2:49 AM,Heidelberg Cement,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
43,CI-7873,436035,Closed,ssanz,15/Dec/22 12:05 PM,22/Dec/22 12:00 AM,31/Jan/23 10:03 PM,Allianz,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
44,CI-7867,435618,Closed,ssanz,14/Dec/22 1:05 PM,21/Dec/22 12:00 AM,06/Mar/23 9:18 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
45,CI-7862,435348,Closed,ssanz,13/Dec/22 3:49 PM,20/Dec/22 12:00 AM,09/Feb/23 1:37 AM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
46,CI-7861,435312,Closed,ssanz,13/Dec/22 3:15 PM,20/Dec/22 12:00 AM,01/Mar/23 3:56 PM,Audi,Incident Request (IR),DataSets\in_progress_PI6.2.csv,PI6.2
47,CI-7858,435107,Verify,ssanz,13/Dec/22 12:22 PM,20/Dec/22 12:00 AM,,Allianz,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
48,CI-7850,434539,Closed,nsanchezruiz,12/Dec/22 10:23 AM,26/Dec/22 12:00 AM,22/Mar/23 1:41 PM,Apleona,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
49,CI-7841,433827,Closed,fkazmierczak,08/Dec/22 10:34 AM,08/Jan/23 12:00 AM,07/Feb/23 10:49 AM,Allianz,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
50,CI-7840,433819,Closed,ssanz,08/Dec/22 10:31 AM,15/Dec/22 12:00 AM,17/Feb/23 8:48 AM,Allianz,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
51,CI-7829,433155,Closed,ssanz,06/Dec/22 1:18 PM,13/Dec/22 12:00 AM,29/Apr/23 4:15 PM,Allianz,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
52,CI-7816,432641,Closed,yutaka.yasumi,05/Dec/22 10:09 AM,09/Dec/22 12:00 AM,03/Mar/23 2:03 PM,CEPSA,Incident Request (IR),DataSets\in_progress_PI6.2.csv,PI6.2
53,CI-7807,432492,Closed,alejandro.ruizrobles,03/Dec/22 1:20 PM,15/Dec/22 12:00 AM,21/Mar/23 4:54 PM,Numiga,SR - Partner,DataSets\in_progress_PI6.2.csv,PI6.2
54,CI-7795,432002,Closed,nsanchezruiz,01/Dec/22 1:05 PM,15/Dec/22 12:00 AM,13/Feb/23 10:17 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
55,CI-7788,431813,Closed,yutaka.yasumi,01/Dec/22 1:54 AM,08/Dec/22 12:00 AM,05/Apr/23 6:54 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
56,CI-7787,431734,Closed,ssanz,30/Nov/22 4:24 PM,06/Dec/22 12:00 AM,10/Feb/23 9:35 AM,Allianz,Incident Request (IR),DataSets\in_progress_PI6.2.csv,PI6.2
57,CI-7706,428491,Closed,ssanz,16/Nov/22 11:36 AM,23/Nov/22 12:00 AM,17/Feb/23 8:25 AM,Allianz,Incident Request (IR),DataSets\in_progress_PI6.2.csv,PI6.2
58,CI-7700,428349,Closed,alejandro.ruizrobles,15/Nov/22 4:39 PM,22/Nov/22 12:00 AM,12/Apr/23 1:53 PM,Numiga,SR - Partner,DataSets\in_progress_PI6.2.csv,PI6.2
59,CI-7688,427631,Closed,askarja,11/Nov/22 3:58 PM,21/Nov/22 12:00 AM,20/Apr/23 10:15 AM,Rheinmetall,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
60,CI-7674,427373,Closed,ssanz,10/Nov/22 4:11 PM,17/Nov/22 12:00 AM,17/Feb/23 8:24 AM,Allianz,Incident Request (IR),DataSets\in_progress_PI6.2.csv,PI6.2
61,CI-7604,423551,Closed,nsanchezruiz,26/Oct/22 1:11 PM,26/Oct/22 12:00 AM,22/Feb/23 4:04 PM,Rewe Group,Incident Request (IR),DataSets\in_progress_PI6.2.csv,PI6.2
62,CI-7597,423336,Closed,ssanz,25/Oct/22 4:47 PM,01/Nov/22 12:00 AM,07/Feb/23 9:04 AM,DER,Incident Request (IR),DataSets\in_progress_PI6.2.csv,PI6.2
63,CI-7563,421362,Closed,ssanz,14/Oct/22 2:05 PM,21/Oct/22 12:00 AM,23/Feb/23 11:52 AM,Egis,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
64,CI-7550,420892,Closed,yutaka.yasumi,12/Oct/22 5:05 PM,19/Oct/22 12:00 AM,04/Apr/23 4:34 PM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
65,CI-7489,418470,Closed,askarja,04/Oct/22 7:45 AM,11/Oct/22 12:00 AM,23/Mar/23 1:55 PM,Burda,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
66,CI-7486,418256,Closed,yutaka.yasumi,03/Oct/22 6:41 AM,10/Oct/22 12:00 AM,31/Mar/23 2:37 AM,Continental,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
67,CI-7475,417874,Closed,nsanchezruiz,29/Sep/22 1:35 PM,10/Oct/22 12:00 AM,15/Feb/23 2:50 PM,OBB,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
68,CI-7373,411758,Closed,debert,01/Sep/22 12:11 PM,15/Sep/22 12:00 AM,13/Feb/23 6:41 AM,OBB,Incident Request (IR),DataSets\in_progress_PI6.2.csv,PI6.2
69,CI-7253,408597,Explain,ssanz,16/Aug/22 2:54 PM,09/Dec/22 12:00 AM,,OBB,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
70,CI-7205,406532,Closed,nsanchezruiz,04/Aug/22 11:54 AM,02/May/23 12:00 AM,10/Apr/23 8:47 AM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
71,CI-6901,393357,Closed,,23/May/22 1:21 PM,30/May/22 12:00 AM,21/Mar/23 1:06 PM,Porsche,Service Request (SR),DataSets\in_progress_PI6.2.csv,PI6.2
0,CI-8190,449259,Closed,askarja,17/Feb/23 2:48 PM,24/Feb/23 12:00 AM,05/Apr/23 12:08 PM,Eberspacher,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
1,CI-8187,449164,Closed,nsanchezruiz,17/Feb/23 1:00 PM,28/Feb/23 12:00 AM,23/Feb/23 3:29 PM,apoBank,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
2,CI-8185,449035,Closed,yutaka.yasumi,17/Feb/23 9:59 AM,20/Feb/23 12:00 AM,04/Apr/23 3:22 PM,Munckhof,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
3,CI-8184,448971,Closed,yutaka.yasumi,17/Feb/23 1:56 AM,24/Feb/23 12:00 AM,04/Apr/23 4:33 PM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
4,CI-8183,448966,Closed,yutaka.yasumi,17/Feb/23 12:10 AM,24/Feb/23 12:00 AM,27/Feb/23 2:48 PM,Wacker,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
5,CI-8181,448929,Closed,nsanchezruiz,16/Feb/23 4:22 PM,28/Feb/23 12:00 AM,24/Feb/23 3:13 PM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
6,CI-8179,448809,Closed,alejandro.ruizrobles,16/Feb/23 10:46 AM,23/Feb/23 12:00 AM,02/Mar/23 9:31 AM,ProcurX,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
7,CI-8177,448686,Verify,ssanz,15/Feb/23 4:35 PM,22/Feb/23 12:00 AM,,Allianz,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
8,CI-8176,448625,Closed,ssanz,15/Feb/23 3:47 PM,22/Feb/23 12:00 AM,14/Apr/23 1:31 PM,Allianz,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
9,CI-8168,448338,Closed,yutaka.yasumi,15/Feb/23 2:30 AM,20/Feb/23 12:00 AM,06/Mar/23 11:13 AM,Vaillant,Incident Request (IR),DataSets\in_progress_PI6.3.csv,PI6.3
10,CI-8167,448336,Closed,yutaka.yasumi,15/Feb/23 2:08 AM,24/Feb/23 12:00 AM,08/Mar/23 1:31 AM,Amadeus,Incident Request (IR),DataSets\in_progress_PI6.3.csv,PI6.3
11,CI-8166,448333,Closed,yutaka.yasumi,15/Feb/23 1:22 AM,22/Feb/23 12:00 AM,06/Mar/23 11:41 PM,Porsche,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
12,CI-8164,448243,Communicate,achattopadhyay,14/Feb/23 1:51 PM,21/Feb/23 12:00 AM,,Amadeus,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
13,CI-8163,448077,Closed,yutaka.yasumi,14/Feb/23 1:54 AM,21/Feb/23 12:00 AM,17/Mar/23 12:51 AM,Continental,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
14,CI-8159,447939,Closed,wkatthan,13/Feb/23 12:19 PM,16/Feb/23 12:00 AM,24/Apr/23 12:53 PM,ArcelorMittal,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
15,CI-8158,447936,Closed,yutaka.yasumi,13/Feb/23 12:17 PM,17/Feb/23 12:00 AM,10/Mar/23 7:43 AM,Continental,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
16,CI-8151,447784,Closed,yutaka.yasumi,13/Feb/23 2:59 AM,17/Feb/23 12:00 AM,10/Mar/23 7:51 AM,Vaillant,Incident Request (IR),DataSets\in_progress_PI6.3.csv,PI6.3
17,CI-8150,447782,Closed,yutaka.yasumi,13/Feb/23 1:17 AM,17/Feb/23 12:00 AM,28/Feb/23 1:37 AM,Grupo Red Electrica,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
18,CI-8144,447479,Closed,nsanchezruiz,09/Feb/23 3:29 PM,20/Feb/23 12:00 AM,29/Apr/23 4:07 PM,Allianz,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
19,CI-8140,447205,Closed,yutaka.yasumi,09/Feb/23 12:24 AM,16/Feb/23 12:00 AM,27/Feb/23 10:46 AM,Burda,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
20,CI-8139,447117,Closed,nsanchezruiz,08/Feb/23 3:00 PM,17/Feb/23 12:00 AM,01/Mar/23 10:38 AM,Allianz,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
21,CI-8138,447085,Closed,alejandro.ruizrobles,08/Feb/23 1:54 PM,15/Feb/23 12:00 AM,22/Feb/23 9:22 AM,Numiga,SR - Partner,DataSets\in_progress_PI6.3.csv,PI6.3
22,CI-8137,447073,Closed,nsanchezruiz,08/Feb/23 1:39 PM,14/Feb/23 12:00 AM,07/Mar/23 9:12 AM,Porsche,Incident Request (IR),DataSets\in_progress_PI6.3.csv,PI6.3
23,CI-8134,446994,Closed,ccasper,08/Feb/23 10:09 AM,24/Feb/23 12:00 AM,19/Apr/23 3:11 PM,TUI AG,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
24,CI-8132,446917,Closed,yutaka.yasumi,08/Feb/23 7:39 AM,15/Feb/23 12:00 AM,22/Mar/23 12:36 AM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
25,CI-8128,446894,Closed,yutaka.yasumi,08/Feb/23 2:02 AM,15/Feb/23 12:00 AM,27/Feb/23 10:46 AM,VW,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
26,CI-8127,446771,Closed,nsanchezruiz,07/Feb/23 2:38 PM,14/Feb/23 12:00 AM,27/Feb/23 9:56 AM,msg systems,Incident Request (IR),DataSets\in_progress_PI6.3.csv,PI6.3
27,CI-8126,446764,Closed,yutaka.yasumi,07/Feb/23 2:08 PM,14/Feb/23 12:00 AM,27/Feb/23 12:19 AM,Porsche,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
28,CI-8118,446512,Closed,askarja,06/Feb/23 8:05 PM,13/Feb/23 12:00 AM,19/Apr/23 1:24 AM,TeamBank AG,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
29,CI-8105,446288,Closed,yutaka.yasumi,06/Feb/23 8:43 AM,13/Feb/23 12:00 AM,10/Mar/23 8:00 AM,Daimler (MFTBC),Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
30,CI-8099,446053,Closed,nsanchezruiz,03/Feb/23 8:59 AM,06/Feb/23 12:00 AM,07/Mar/23 1:27 PM,Porsche,Incident Request (IR),DataSets\in_progress_PI6.3.csv,PI6.3
31,CI-8098,446049,Closed,yutaka.yasumi,03/Feb/23 8:46 AM,10/Feb/23 12:00 AM,27/Feb/23 10:51 AM,Continental,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
32,CI-8097,446005,Closed,yutaka.yasumi,03/Feb/23 2:15 AM,06/Feb/23 12:00 AM,24/Mar/23 2:22 AM,Continental,Incident Request (IR),DataSets\in_progress_PI6.3.csv,PI6.3
33,CI-8093,445763,Closed,alejandro.ruizrobles,02/Feb/23 8:59 AM,09/Feb/23 12:00 AM,08/Jun/23 3:06 PM,Numiga,SR - Partner,DataSets\in_progress_PI6.3.csv,PI6.3
34,CI-8085,445018,Closed,yutaka.yasumi,31/Jan/23 1:48 AM,07/Feb/23 12:00 AM,03/Mar/23 3:28 AM,Porsche,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
35,CI-8083,444863,Closed,yutaka.yasumi,30/Jan/23 4:24 PM,07/Feb/23 12:00 AM,10/Mar/23 8:01 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
36,CI-8082,444818,Closed,nsanchezruiz,30/Jan/23 3:20 PM,03/Feb/23 12:00 AM,23/Feb/23 12:25 PM,Allianz,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
37,CI-8081,444805,Closed,yutaka.yasumi,30/Jan/23 3:06 PM,06/Feb/23 12:00 AM,03/Mar/23 3:29 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
38,CI-8077,444452,Closed,yutaka.yasumi,30/Jan/23 2:11 AM,03/Feb/23 12:00 AM,20/Feb/23 5:16 AM,Heidelberg Cement,Incident Request (IR),DataSets\in_progress_PI6.3.csv,PI6.3
39,CI-8071,444032,Closed,yutaka.yasumi,27/Jan/23 2:43 AM,31/Jan/23 12:00 AM,10/Mar/23 8:02 AM,Vaillant,Incident Request (IR),DataSets\in_progress_PI6.3.csv,PI6.3
40,CI-8055,443734,Closed,yutaka.yasumi,26/Jan/23 3:10 AM,31/Jan/23 12:00 AM,14/Mar/23 2:18 AM,Eberspacher,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
41,CI-8052,443529,Closed,yutaka.yasumi,25/Jan/23 9:22 AM,31/Jan/23 12:00 AM,17/Mar/23 12:58 AM,Porsche,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
42,CI-8048,443357,Closed,nsanchezruiz,24/Jan/23 1:34 PM,06/Feb/23 12:00 AM,03/Apr/23 3:44 PM,msg systems,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
43,CI-8046,443331,Closed,nsanchezruiz,24/Jan/23 12:24 PM,31/Jan/23 12:00 AM,14/Mar/23 4:18 PM,Porsche,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
44,CI-8041,443211,Closed,yutaka.yasumi,24/Jan/23 5:46 AM,31/Jan/23 12:00 AM,10/Mar/23 8:05 AM,Rewe Group,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
45,CI-8008,441342,Closed,nsanchezruiz,13/Jan/23 10:16 AM,18/Jan/23 12:00 AM,23/Feb/23 8:43 AM,Egis,Incident Request (IR),DataSets\in_progress_PI6.3.csv,PI6.3
46,CI-8006,441299,Closed,yutaka.yasumi,13/Jan/23 7:58 AM,17/Jan/23 12:00 AM,04/Apr/23 4:32 PM,Porsche,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
47,CI-7990,440916,Closed,alejandro.ruizrobles,11/Jan/23 4:50 PM,18/Jan/23 12:00 AM,08/Mar/23 4:45 PM,Numiga,SR - Partner,DataSets\in_progress_PI6.3.csv,PI6.3
48,CI-7962,439217,Closed,yutaka.yasumi,05/Jan/23 3:49 AM,12/Jan/23 12:00 AM,20/Feb/23 5:17 AM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
49,CI-7923,437910,Closed,ssanz,22/Dec/22 2:17 PM,01/Mar/23 12:00 AM,02/Mar/23 11:57 AM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
50,CI-7909,437653,Closed,ssanz,21/Dec/22 11:46 AM,28/Dec/22 12:00 AM,17/Mar/23 8:55 AM,Continental,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
51,CI-7904,437478,Verify,ssanz,20/Dec/22 5:24 PM,26/Dec/22 12:00 AM,,Bentley,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
52,CI-7900,437096,Closed,ssanz,19/Dec/22 3:44 PM,26/Dec/22 12:00 AM,05/Apr/23 1:07 PM,Allianz,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
53,CI-7895,436853,Closed,nsanchezruiz,19/Dec/22 10:18 AM,02/Jan/23 12:00 AM,23/Feb/23 1:17 PM,Osram,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
54,CI-7861,435312,Closed,ssanz,13/Dec/22 3:15 PM,20/Dec/22 12:00 AM,01/Mar/23 3:56 PM,Audi,Incident Request (IR),DataSets\in_progress_PI6.3.csv,PI6.3
55,CI-7858,435107,Verify,ssanz,13/Dec/22 12:22 PM,20/Dec/22 12:00 AM,,Allianz,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
56,CI-7850,434539,Closed,nsanchezruiz,12/Dec/22 10:23 AM,26/Dec/22 12:00 AM,22/Mar/23 1:41 PM,Apleona,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
57,CI-7829,433155,Closed,ssanz,06/Dec/22 1:18 PM,13/Dec/22 12:00 AM,29/Apr/23 4:15 PM,Allianz,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
58,CI-7816,432641,Closed,yutaka.yasumi,05/Dec/22 10:09 AM,09/Dec/22 12:00 AM,03/Mar/23 2:03 PM,CEPSA,Incident Request (IR),DataSets\in_progress_PI6.3.csv,PI6.3
59,CI-7807,432492,Closed,alejandro.ruizrobles,03/Dec/22 1:20 PM,15/Dec/22 12:00 AM,21/Mar/23 4:54 PM,Numiga,SR - Partner,DataSets\in_progress_PI6.3.csv,PI6.3
60,CI-7788,431813,Closed,yutaka.yasumi,01/Dec/22 1:54 AM,08/Dec/22 12:00 AM,05/Apr/23 6:54 AM,Amadeus,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
61,CI-7700,428349,Closed,alejandro.ruizrobles,15/Nov/22 4:39 PM,22/Nov/22 12:00 AM,12/Apr/23 1:53 PM,Numiga,SR - Partner,DataSets\in_progress_PI6.3.csv,PI6.3
62,CI-7688,427631,Closed,askarja,11/Nov/22 3:58 PM,21/Nov/22 12:00 AM,20/Apr/23 10:15 AM,Rheinmetall,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
63,CI-7604,423551,Closed,nsanchezruiz,26/Oct/22 1:11 PM,26/Oct/22 12:00 AM,22/Feb/23 4:04 PM,Rewe Group,Incident Request (IR),DataSets\in_progress_PI6.3.csv,PI6.3
64,CI-7582,422229,Closed,ssanz,19/Oct/22 4:24 PM,31/Jan/23 12:00 AM,07/Mar/23 10:43 AM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
65,CI-7563,421362,Closed,ssanz,14/Oct/22 2:05 PM,21/Oct/22 12:00 AM,23/Feb/23 11:52 AM,Egis,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
66,CI-7550,420892,Closed,yutaka.yasumi,12/Oct/22 5:05 PM,19/Oct/22 12:00 AM,04/Apr/23 4:34 PM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
67,CI-7489,418470,Closed,askarja,04/Oct/22 7:45 AM,11/Oct/22 12:00 AM,23/Mar/23 1:55 PM,Burda,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
68,CI-7486,418256,Closed,yutaka.yasumi,03/Oct/22 6:41 AM,10/Oct/22 12:00 AM,31/Mar/23 2:37 AM,Continental,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
69,CI-7253,408597,Explain,ssanz,16/Aug/22 2:54 PM,09/Dec/22 12:00 AM,,OBB,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
70,CI-7205,406532,Closed,nsanchezruiz,04/Aug/22 11:54 AM,02/May/23 12:00 AM,10/Apr/23 8:47 AM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
71,CI-6901,393357,Closed,,23/May/22 1:21 PM,30/May/22 12:00 AM,21/Mar/23 1:06 PM,Porsche,Service Request (SR),DataSets\in_progress_PI6.3.csv,PI6.3
0,CI-8294,454905,Communicate,mmaciejczyk,10/Mar/23 11:19 AM,17/Mar/23 12:00 AM,,VW,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
1,CI-8291,454824,Closed,ssanz,10/Mar/23 8:15 AM,10/Mar/23 12:00 AM,16/Mar/23 2:06 PM,Allianz,Incident Request (IR),DataSets\in_progress_PI6.4.csv,PI6.4
2,CI-8289,454808,Closed,yutaka.yasumi,10/Mar/23 7:21 AM,13/Mar/23 12:00 AM,03/Apr/23 1:18 AM,Ineos,Incident Request (IR),DataSets\in_progress_PI6.4.csv,PI6.4
3,CI-8286,454791,Closed,yutaka.yasumi,10/Mar/23 1:33 AM,17/Mar/23 12:00 AM,15/May/23 5:50 AM,Continental,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
4,CI-8285,454741,Closed,nsanchezruiz,09/Mar/23 4:25 PM,20/Mar/23 12:00 AM,21/Apr/23 9:12 AM,DER,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
5,CI-8283,454650,Closed,nsanchezruiz,09/Mar/23 2:15 PM,23/Mar/23 12:00 AM,04/Apr/23 3:26 PM,Porsche,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
6,CI-8282,454599,Closed,nsanchezruiz,09/Mar/23 12:22 PM,20/Mar/23 12:00 AM,21/Mar/23 8:59 AM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
7,CI-8279,454369,Closed,mmaciejczyk,08/Mar/23 6:04 PM,15/Mar/23 12:00 AM,30/Mar/23 3:22 PM,Lufthansa City Center,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
8,CI-8277,454229,Closed,ssanz,08/Mar/23 3:09 PM,15/Mar/23 12:00 AM,18/Apr/23 2:15 PM,TUI AG,Incident Request (IR),DataSets\in_progress_PI6.4.csv,PI6.4
9,CI-8276,453986,Closed,alejandro.ruizrobles,07/Mar/23 5:24 PM,14/Mar/23 12:00 AM,14/Mar/23 9:47 AM,Numiga,SR - Partner,DataSets\in_progress_PI6.4.csv,PI6.4
10,CI-8274,453948,Closed,ssanz,07/Mar/23 3:43 PM,14/Mar/23 12:00 AM,15/Mar/23 2:09 PM,Allianz,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
11,CI-8273,453848,Closed,ssanz,07/Mar/23 1:31 PM,08/Mar/23 12:00 AM,10/Apr/23 10:50 AM,Allianz,Incident Request (IR),DataSets\in_progress_PI6.4.csv,PI6.4
12,CI-8272,453603,Closed,yutaka.yasumi,07/Mar/23 2:13 AM,21/Mar/23 12:00 AM,16/Mar/23 7:38 AM,Spiegel,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
13,CI-8270,453483,Closed,ssanz,06/Mar/23 1:40 PM,13/Mar/23 12:00 AM,08/May/23 11:49 AM,Allianz,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
14,CI-8269,453481,Closed,ssanz,06/Mar/23 1:36 PM,13/Mar/23 12:00 AM,08/May/23 11:48 AM,Allianz,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
15,CI-8262,453141,Closed,yutaka.yasumi,06/Mar/23 2:24 AM,13/Mar/23 12:00 AM,22/Mar/23 2:55 AM,Endress Hauser,Incident Request (IR),DataSets\in_progress_PI6.4.csv,PI6.4
16,CI-8261,453139,Closed,yutaka.yasumi,06/Mar/23 1:37 AM,13/Mar/23 12:00 AM,05/Apr/23 6:52 AM,Spiegel,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
17,CI-8260,453010,Closed,alejandro.ruizrobles,03/Mar/23 5:56 PM,10/Mar/23 12:00 AM,21/Mar/23 10:14 AM,Numiga,SR - Partner,DataSets\in_progress_PI6.4.csv,PI6.4
18,CI-8259,453008,Closed,alejandro.ruizrobles,03/Mar/23 5:46 PM,10/Mar/23 12:00 AM,13/Mar/23 9:49 AM,Numiga,SR - Partner,DataSets\in_progress_PI6.4.csv,PI6.4
19,CI-8257,452981,Closed,nsanchezruiz,03/Mar/23 3:02 PM,13/Mar/23 12:00 AM,21/Mar/23 10:02 AM,Munckhof,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
20,CI-8256,452976,Closed,nsanchezruiz,03/Mar/23 2:45 PM,09/Mar/23 12:00 AM,21/Mar/23 8:53 AM,Hugo Boss,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
21,CI-8254,452951,Closed,ssanz,03/Mar/23 1:15 PM,10/Mar/23 12:00 AM,05/May/23 7:12 PM,Allianz,Incident Request (IR),DataSets\in_progress_PI6.4.csv,PI6.4
22,CI-8251,452791,Closed,yutaka.yasumi,03/Mar/23 5:27 AM,10/Mar/23 12:00 AM,22/Mar/23 3:07 PM,Endress Hauser,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
23,CI-8250,452787,Closed,yutaka.yasumi,03/Mar/23 4:08 AM,07/Mar/23 12:00 AM,15/Mar/23 11:18 AM,CMS Hasche Sigle,Incident Request (IR),DataSets\in_progress_PI6.4.csv,PI6.4
24,CI-8249,452780,Closed,yutaka.yasumi,03/Mar/23 2:44 AM,17/Mar/23 12:00 AM,05/Apr/23 9:30 AM,CEPSA,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
25,CI-8248,452777,Closed,yutaka.yasumi,03/Mar/23 2:33 AM,17/Mar/23 12:00 AM,15/Mar/23 10:13 AM,Eberspacher,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
26,CI-8247,452731,Closed,alejandro.ruizrobles,02/Mar/23 4:14 PM,16/Mar/23 12:00 AM,21/Mar/23 5:00 PM,Numiga,SR - Partner,DataSets\in_progress_PI6.4.csv,PI6.4
27,CI-8245,452623,Closed,nsanchezruiz,02/Mar/23 11:17 AM,13/Mar/23 12:00 AM,14/Mar/23 4:26 PM,Amadeus,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
28,CI-8244,452543,Closed,ssanz,02/Mar/23 9:48 AM,09/Mar/23 12:00 AM,15/Mar/23 2:24 PM,Allianz,Service Request (SR),DataSets\in_progress_PI6.4.csv,PI6.4
